ISO3,Country_Raw,Year,New_Infections,Predicted_Infections,EDI_Raw,ART_Coverage
ISL,ISL,2012.0,100.0,93.33152424591258,0.29446894230099013,69.0
ISL,ISL,2013.0,100.0,93.39901379954544,0.2912972408742111,70.0
ISL,ISL,2014.0,100.0,93.36843628645201,0.2927337280479749,70.0
ISL,ISL,2015.0,100.0,92.79559204755093,0.31980416002051465,71.0
ITA,ITA,2010.0,4500.0,4297.6721770465365,0.21401213187594764,66.0
ITA,ITA,2011.0,4500.0,4275.976849474529,0.23815972888539677,69.0
ITA,ITA,2012.0,4400.0,4251.413444690479,0.1588732873066216,71.0
ITA,ITA,2013.0,4400.0,4141.065285478828,0.2842200998350137,72.0
ITA,ITA,2014.0,4400.0,4118.723454135656,0.3104142119904035,74.0
ITA,ITA,2015.0,4400.0,4087.1075365234824,0.3479696140669267,75.0
JAM,JAM,2010.0,1700.0,1721.233588066976,-0.05587819070411155,20.0
JAM,JAM,2011.0,1700.0,1613.8732352627815,0.2416325033639276,23.0
JAM,JAM,2012.0,1600.0,1603.206839054434,-0.00905640622740539,26.0
JAM,JAM,2013.0,1500.0,1496.982255941709,0.00912298809236726,30.0
JAM,JAM,2014.0,1300.0,1391.2710936192505,-0.29673394923953844,33.0
JAM,JAM,2015.0,1200.0,1195.5494735879745,0.01681773245099123,35.0
JOR,JOR,2010.0,100.0,135.08889811410205,-1.101955899135638,33.0
JOR,JOR,2011.0,100.0,135.95566429627604,-1.122454324266938,35.0
JOR,JOR,2012.0,100.0,134.9232077914324,-1.0980094749190243,39.0
JOR,JOR,2013.0,100.0,139.71307989817015,-1.2085658321318131,38.0
JOR,JOR,2014.0,100.0,148.13734047693993,-1.386740186793108,37.0
JOR,JOR,2015.0,100.0,152.09609249087146,-1.4640658144853418,38.0
KAZ,KAZ,2010.0,2300.0,1938.0115490512287,0.8466167087696125,8.0
KAZ,KAZ,2011.0,2500.0,2117.664002204412,0.818713573761803,10.0
KAZ,KAZ,2012.0,2700.0,2302.0857060194107,0.7841170381725298,13.0
KAZ,KAZ,2013.0,2800.0,2472.983744690415,0.6000605898861183,17.0
KAZ,KAZ,2014.0,2800.0,2554.846030682861,0.4354909815104237,20.0
KAZ,KAZ,2015.0,2900.0,2534.6264048221196,0.6542055243842307,24.0
KEN,KEN,2010.0,67000.0,71701.05048924715,-0.2987233937044121,31.0
KEN,KEN,2011.0,59000.0,65702.03583446227,-0.46475280134629404,38.0
KEN,KEN,2012.0,57000.0,56911.994664793674,0.007045124880969629,43.0
KEN,KEN,2013.0,52000.0,54318.06681329274,-0.19442914386022783,47.0
KEN,KEN,2014.0,46000.0,48926.19689107181,-0.27247876410505417,54.0
KEN,KEN,2015.0,38000.0,42631.87512134451,-0.49497057446686704,65.0
KGZ,KGZ,2010.0,750.0,662.2555414573733,0.5945013274986946,9.0
KGZ,KGZ,2011.0,830.0,689.9525417985416,0.9113389112518362,10.0
KGZ,KGZ,2012.0,880.0,771.1059018032487,0.635013468345471,12.0
KGZ,KGZ,2013.0,850.0,816.031783866305,0.18731475858130278,18.0
KGZ,KGZ,2014.0,860.0,780.5370667124866,0.4578597785280806,24.0
KGZ,KGZ,2015.0,850.0,781.6911754361972,0.3930170074269886,27.0
KHM,KHM,2010.0,2200.0,2315.6846200332816,-0.22663159316143555,50.0
KHM,KHM,2011.0,2000.0,1952.5032350747856,0.11026503900000123,54.0
KHM,KHM,2012.0,1900.0,1763.2134459834751,0.3514462511624569,57.0
KHM,KHM,2013.0,1800.0,1660.1155623887303,0.3815878762259825,60.0
KHM,KHM,2014.0,1800.0,1562.2369888549274,0.6889581801198882,63.0
KHM,KHM,2015.0,1700.0,1557.7706888463617,0.41330712998071584,66.0
LAO,LAO,2010.0,1100.0,978.9073453622124,0.557803133231162,18.0
LAO,LAO,2011.0,1100.0,969.7002198062161,0.6058541733060869,20.0
LAO,LAO,2012.0,1100.0,968.8829363644172,0.6101631592173464,22.0
LAO,LAO,2013.0,1200.0,968.8273729183038,1.0758403311232638,24.0
LAO,LAO,2014.0,1200.0,1052.7756637681177,0.6310520967920734,27.0
LAO,LAO,2015.0,1200.0,1051.2281133038482,0.6386150762953763,29.0
LBY,LBY,2010.0,500.0,467.7385177127722,0.3075471842224654,44.0
LBY,LBY,2011.0,500.0,444.2830495701817,0.5585620328196761,50.0
LBY,LBY,2012.0,500.0,443.67677216653584,0.5653942828641193,52.0
LBY,LBY,2013.0,500.0,462.42355526965315,0.3622432050722502,51.0
LBY,LBY,2014.0,500.0,459.29195739758745,0.3950501864532689,55.0
LBY,LBY,2015.0,500.0,458.2787014369034,0.405759100071108,59.0
LKA,LKA,2010.0,500.0,549.2176169283767,-0.40084860777177095,7.0
LKA,LKA,2011.0,500.0,548.3171026395802,-0.3941489346258571,8.0
LKA,LKA,2012.0,500.0,546.7522412227386,-0.3824550964866886,10.0
LKA,LKA,2013.0,500.0,529.1202073066678,-0.24600509819810837,13.0
LKA,LKA,2014.0,500.0,542.6191895741235,-0.35125144517007034,16.0
LKA,LKA,2015.0,500.0,542.067616098957,-0.3470518603213139,20.0
LSO,LSO,2010.0,19000.0,24090.250911758467,-0.9624396158888432,33.0
LSO,LSO,2011.0,18000.0,20752.56870536838,-0.6041042020854492,34.0
LSO,LSO,2012.0,17000.0,19593.58963111648,-0.602864850725811,37.0
LSO,LSO,2013.0,17000.0,18497.16682754985,-0.36862438996626123,40.0
LSO,LSO,2014.0,15000.0,18278.148910774253,-0.8167941774655593,44.0
LSO,LSO,2015.0,13000.0,15831.627743841063,-0.814495484660183,51.0
LTU,LTU,2010.0,500.0,459.6709045758406,0.39105703237167627,8.0
LTU,LTU,2011.0,500.0,457.65141918703057,0.4124119792632595,10.0
LTU,LTU,2012.0,500.0,459.6531707059375,0.3912437592617538,12.0
LTU,LTU,2013.0,500.0,459.40848404937793,0.3938216011756333,18.0
LTU,LTU,2014.0,500.0,458.5478236300689,0.4029102818560879,14.0
LTU,LTU,2015.0,500.0,454.7210389042009,0.44372908986009246,22.0
LUX,LUX,2010.0,100.0,95.59290162937505,0.1904168063634907,53.0
LUX,LUX,2011.0,100.0,95.23059684784775,0.2067846638238939,56.0
LUX,LUX,2012.0,100.0,94.45165894063575,0.24236171472510776,59.0
LUX,LUX,2013.0,100.0,93.92381197015933,0.2667756127164025,59.0
LUX,LUX,2014.0,100.0,93.51883709215363,0.28567634963459726,64.0
LUX,LUX,2015.0,100.0,92.93110855498941,0.3133727738843968,66.0
LVA,LVA,2010.0,540.0,505.2998069378139,0.30669065518646255,9.0
LVA,LVA,2011.0,520.0,495.2326830277381,0.22326121441594354,10.0
LVA,LVA,2012.0,510.0,476.98828794442767,0.3087237010778519,11.0
LVA,LVA,2013.0,500.0,467.38260735168654,0.3111718046349236,13.0
LVA,LVA,2014.0,500.0,457.6037739821085,0.4129180276501179,14.0
LVA,LVA,2015.0,500.0,455.9958830302099,0.43005638307309546,15.0
MAR,MAR,2010.0,1500.0,1563.103487500729,-0.1827522336645499,16.0
MAR,MAR,2011.0,1500.0,1474.4460079236428,0.07842523624274081,19.0
MAR,MAR,2012.0,1400.0,1469.6489627126055,-0.2144456055897395,25.0
MAR,MAR,2013.0,1300.0,1379.6299560201137,-0.26105538838379055,29.0
MAR,MAR,2014.0,1200.0,1289.719040298783,-0.3144734328712372,33.0
MAR,MAR,2015.0,1200.0,1197.1800318454,0.010641758463933136,37.0
MDA,MDA,2010.0,1900.0,1951.9133614168334,-0.12055451784327574,7.0
MDA,MDA,2011.0,1800.0,1835.890986883872,-0.08858475430906376,9.0
MDA,MDA,2012.0,1700.0,1729.9680066506544,-0.07846782482951642,11.0
MDA,MDA,2013.0,1600.0,1619.475140592086,-0.05445057826439594,14.0
MDA,MDA,2014.0,1400.0,1513.6893836801148,-0.33992828017605436,17.0
MDA,MDA,2015.0,1400.0,1296.162552409575,0.36216467952258635,21.0
MDG,MDG,2010.0,4200.0,3644.3654267699685,0.6927815576524653,1.0
MDG,MDG,2011.0,4300.0,3815.222172393207,0.5774401672105186,1.0
MDG,MDG,2012.0,4400.0,3873.6430967687147,0.6175363453143146,1.0
MDG,MDG,2013.0,4700.0,3948.519035225946,0.8649828743645196,2.0
MDG,MDG,2014.0,5000.0,4225.363831503815,0.8333584864870035,2.0
MDG,MDG,2015.0,5200.0,4487.4683552793485,0.7218766476369473,3.0
MDV,MDV,2010.0,100.0,93.79635615489114,0.27270814190740716,9.0
MDV,MDV,2011.0,100.0,93.17350953100811,0.3019112536102982,12.0
MDV,MDV,2012.0,100.0,97.53746235965784,0.10446325276551917,19.0
MDV,MDV,2013.0,100.0,96.67316100960153,0.14227791486367997,21.0
MDV,MDV,2014.0,100.0,95.7516457738175,0.18328077159632672,26.0
MDV,MDV,2015.0,100.0,96.03282484021489,0.17069367918022907,30.0
MEX,MEX,2010.0,18000.0,15739.447662989145,0.6540357752576917,31.0
MEX,MEX,2011.0,18000.0,16585.56157010589,0.3883692965878921,32.0
MEX,MEX,2012.0,18000.0,16533.57518295714,0.4039086884193828,36.0
MEX,MEX,2013.0,19000.0,16494.390007913833,0.6917779804345726,36.0
MEX,MEX,2014.0,19000.0,17267.996653494232,0.4567815183024564,37.0
MEX,MEX,2015.0,19000.0,17184.55067075786,0.4811122746153138,43.0
MKD,MKD,2010.0,100.0,96.48212032742396,0.15071960911705876,22.0
MKD,MKD,2011.0,100.0,96.48174950253346,0.15073602473914371,23.0
MKD,MKD,2012.0,100.0,95.90380314436543,0.17646103700377885,26.0
MKD,MKD,2013.0,100.0,95.76300013837192,0.18277118418675428,28.0
MKD,MKD,2014.0,100.0,95.11540937262318,0.21201228078590723,30.0
MKD,MKD,2015.0,100.0,94.54813402005108,0.2379263831262703,37.0
MLI,MLI,2010.0,7800.0,7873.571113765196,-0.042523242188488956,21.0
MLI,MLI,2011.0,7400.0,7225.991901101075,0.10957503155326574,25.0
MLI,MLI,2012.0,6700.0,6758.343176380049,-0.03927773102614865,25.0
MLI,MLI,2013.0,7500.0,6068.893967624655,1.0727123410603712,25.0
MLI,MLI,2014.0,6900.0,6839.914948746164,0.03996871902317993,27.0
MLI,MLI,2015.0,6700.0,6221.050866741704,0.3502392097591125,30.0
MLT,MLT,2010.0,100.0,94.75891727118687,0.22826446908300468,33.0
MLT,MLT,2011.0,100.0,94.58649269737366,0.23616517492797676,34.0
MLT,MLT,2012.0,100.0,94.46548575386116,0.2417255366114164,39.0
MLT,MLT,2013.0,100.0,94.51449995595596,0.2394717350748718,41.0
MLT,MLT,2014.0,100.0,95.21794335701647,0.207358361054552,44.0
MLT,MLT,2015.0,100.0,94.95882851645665,0.2191369932657571,48.0
MMR,MMR,2010.0,18000.0,16080.623084344565,0.5435504889473987,12.0
MMR,MMR,2011.0,17000.0,16045.929786150447,0.27076800210271895,16.0
MMR,MMR,2012.0,17000.0,15104.361243927393,0.5715018124842216,21.0
MMR,MMR,2013.0,16000.0,15086.245889423853,0.27581139223054674,26.0
MMR,MMR,2014.0,16000.0,14196.626986926147,0.5784232362970435,33.0
MMR,MMR,2015.0,15000.0,14181.08782632317,0.2629497542334237,40.0
MNE,MNE,2010.0,100.0,92.79568516219598,0.3197997350942818,28.0
MNE,MNE,2011.0,100.0,92.54530454949,0.3317273798971526,27.0
MNE,MNE,2012.0,100.0,92.1772938431535,0.34936552806621407,28.0
MNE,MNE,2013.0,100.0,92.2222140292951,0.34720572545304085,31.0
MNE,MNE,2014.0,100.0,91.62689793261265,0.3759851622556045,34.0
MNE,MNE,2015.0,100.0,91.61355472878869,0.37663410540937864,34.0
MNG,MNG,2010.0,100.0,101.63431878517767,-0.06677137941131024,6.0
MNG,MNG,2011.0,100.0,101.8821693032343,-0.07672627164253369,9.0
MNG,MNG,2012.0,100.0,102.25782379143061,-0.09173016821764005,12.0
MNG,MNG,2013.0,100.0,102.421809143478,-0.098248256676524,20.0
MNG,MNG,2014.0,100.0,102.41295088135135,-0.0978966468790396,25.0
MNG,MNG,2015.0,100.0,101.76972130113094,-0.07221530798495951,28.0
MOZ,MOZ,2010.0,170000.0,170704.96413148864,-0.018817294077435997,14.0
MOZ,MOZ,2011.0,160000.0,181377.99721936416,-0.5370568625234374,16.0
MOZ,MOZ,2012.0,160000.0,169648.301048973,-0.2591417986855549,18.0
MOZ,MOZ,2013.0,160000.0,169766.30692967746,-0.2621289716898983,26.0
MOZ,MOZ,2014.0,150000.0,169039.80753411818,-0.5132271306298607,34.0
MOZ,MOZ,2015.0,150000.0,156364.0952896927,-0.18545285227579955,41.0
MRT,MRT,2010.0,500.0,455.5064092266172,0.4352971368758986,17.0
MRT,MRT,2011.0,500.0,454.0311394231016,0.45115958290117747,19.0
MRT,MRT,2012.0,500.0,452.2718021739468,0.47020871318227003,21.0
MRT,MRT,2013.0,500.0,450.87995854365187,0.485381834016931,26.0
MRT,MRT,2014.0,200.0,449.70630604384087,-2.4737813376731124,28.0
MRT,MRT,2015.0,200.0,188.6723832928569,0.2596691241295001,33.0
MWI,MWI,2010.0,57000.0,58869.332619011424,-0.14467170726451226,27.0
MWI,MWI,2011.0,54000.0,58538.24952235426,-0.35321109796591155,34.0
MWI,MWI,2012.0,51000.0,54837.60985112562,-0.31883266437167157,42.0
MWI,MWI,2013.0,48000.0,51835.02062377905,-0.33707005554894154,48.0
MWI,MWI,2014.0,45000.0,47696.38390798967,-0.25755173030806916,54.0
MWI,MWI,2015.0,40000.0,44068.919887114265,-0.42063669314397084,59.0
MYS,MYS,2010.0,5700.0,5259.079325311584,0.381292068158276,18.0
MYS,MYS,2011.0,5700.0,5245.4660980178605,0.39408237291422654,19.0
MYS,MYS,2012.0,5600.0,5231.592453294218,0.320255912000459,20.0
MYS,MYS,2013.0,5400.0,5123.3859186046775,0.24552833932309676,23.0
MYS,MYS,2014.0,5000.0,4930.773752100885,0.06384191306827999,28.0
MYS,MYS,2015.0,4600.0,4537.950467017175,0.062165599704454025,33.0
NAM,NAM,2010.0,12000.0,13235.574653557043,-0.42505829683359847,41.0
NAM,NAM,2011.0,11000.0,13215.773668947506,-0.7634043040468775,48.0
NAM,NAM,2012.0,10000.0,11963.4658876782,-0.7472268844758113,52.0
NAM,NAM,2013.0,9100.0,10731.937620757686,-0.6922586444870199,56.0
NAM,NAM,2014.0,8400.0,9530.655067175538,-0.5400046583008637,54.0
NAM,NAM,2015.0,7900.0,8780.773873265782,-0.45654274251921023,61.0
NER,NER,2010.0,1300.0,1838.4985732822088,-1.327226910879358,19.0
NER,NER,2011.0,1400.0,1204.8911297840787,0.7316132451170851,26.0
NER,NER,2012.0,1300.0,1285.2906843739609,0.05173371978240705,31.0
NER,NER,2013.0,1300.0,1194.2033662283293,0.4002330872397854,34.0
NER,NER,2014.0,1200.0,1189.0549767273553,0.041583220053931155,33.0
NER,NER,2015.0,1400.0,1106.9774988853228,1.1950590778185168,38.0
NGA,NGA,2010.0,150000.0,144320.55130033288,0.1793120499962276,18.0
NGA,NGA,2011.0,140000.0,143526.44726681442,-0.11195326403099777,20.0
NGA,NGA,2012.0,130000.0,132940.33284840535,-0.10077864935693678,26.0
NGA,NGA,2013.0,120000.0,122479.52618237362,-0.0922425083589038,31.0
NGA,NGA,2014.0,110000.0,111688.04409629645,-0.0688651422197639,35.0
NGA,NGA,2015.0,110000.0,101023.18784168009,0.4048733159235858,38.0
NLD,NLD,2010.0,920.0,961.2629679604064,-0.19352639727246318,65.0
NLD,NLD,2011.0,850.0,913.1002522187299,-0.3113813107694249,68.0
NLD,NLD,2012.0,770.0,847.1084819876422,-0.40979553411091496,70.0
NLD,NLD,2013.0,690.0,773.300304095165,-0.4844034032843854,74.0
NLD,NLD,2014.0,600.0,701.266129758787,-0.6484964863451034,77.0
NLD,NLD,2015.0,510.0,618.322237971961,-0.7852228671888443,80.0
NPL,NPL,2010.0,2600.0,2507.1789449843227,0.16800911948845398,12.0
NPL,NPL,2011.0,2300.0,2330.9509232432033,-0.0602389449224895,16.0
NPL,NPL,2012.0,2100.0,2060.794986725622,0.08625663111084275,19.0
NPL,NPL,2013.0,1900.0,1882.3500589984221,0.04249357687135917,22.0
NPL,NPL,2014.0,1700.0,1714.2020568991877,-0.037526441112402296,26.0
NPL,NPL,2015.0,1600.0,1549.9610237937468,0.14613712689293284,31.0
NZL,NZL,2010.0,200.0,203.59045925184202,-0.07655366475826325,53.0
NZL,NZL,2011.0,200.0,202.6968448049876,-0.05774226127438846,57.0
NZL,NZL,2012.0,200.0,201.699314628059,-0.03655564278387907,58.0
NZL,NZL,2013.0,200.0,200.94957030652193,-0.020499793514179136,59.0
NZL,NZL,2014.0,200.0,202.38822777473817,-0.05120879443673253,62.0
NZL,NZL,2015.0,200.0,202.33023207409317,-0.049978896018378786,65.0
OMN,OMN,2010.0,200.0,190.64540736127609,0.212330097339376,36.0
OMN,OMN,2011.0,200.0,205.97662092871437,-0.12602135229290984,33.0
OMN,OMN,2012.0,200.0,213.1843448600669,-0.2690190199368586,32.0
OMN,OMN,2013.0,200.0,202.53632672826808,-0.0543464398098468,35.0
OMN,OMN,2014.0,200.0,197.67719066677458,0.05093661075622588,36.0
OMN,OMN,2015.0,200.0,198.68377515892456,0.028724026781865496,34.0
PAN,PAN,2010.0,1300.0,1242.1255497142006,0.21056396148021894,29.0
PAN,PAN,2011.0,1300.0,1231.5518574903224,0.2511545037247661,31.0
PAN,PAN,2012.0,1300.0,1225.0260530384567,0.2765526835329541,33.0
PAN,PAN,2013.0,1300.0,1220.8360798456822,0.2930018363964221,38.0
PAN,PAN,2014.0,1300.0,1219.5361010441254,0.29812812364799196,40.0
PAN,PAN,2015.0,1400.0,1212.2938105494118,0.6995931094837315,42.0
PER,PER,2010.0,4300.0,4198.2265456583455,0.11019451634985283,30.0
PER,PER,2011.0,4300.0,3901.538139510536,0.4641528099369384,32.0
PER,PER,2012.0,4500.0,3885.830671163493,0.7183063204880306,39.0
PER,PER,2013.0,4900.0,4052.049539077012,0.951148924825243,39.0
PER,PER,2014.0,5200.0,4385.054406226665,0.8448712016045237,44.0
PER,PER,2015.0,5600.0,4641.688941737384,0.938693768107731,44.0
PHL,PHL,2010.0,4700.0,4072.0652493268954,0.700903160977303,5.0
PHL,PHL,2011.0,5600.0,4584.202641870208,1.0074525794200397,7.0
PHL,PHL,2012.0,6700.0,5362.037128652487,1.1348479375393732,8.0
PHL,PHL,2013.0,7900.0,6303.709163640239,1.1520317553764015,14.0
PHL,PHL,2014.0,9000.0,7286.637111367701,1.0699586786179074,18.0
PHL,PHL,2015.0,10000.0,8188.011780920329,1.0071395245155839,23.0
PNG,PNG,2010.0,6000.0,5398.394259040324,0.5068464887494578,14.0
PNG,PNG,2011.0,6100.0,5681.932811461331,0.33467292841423085,16.0
PNG,PNG,2012.0,6200.0,5768.141595153376,0.3405554814337811,19.0
PNG,PNG,2013.0,6300.0,5840.693459644718,0.35770935908237217,23.0
PNG,PNG,2014.0,6300.0,5914.219235712592,0.2967186199490603,27.0
PNG,PNG,2015.0,6600.0,5800.160323753462,0.6272629796212704,30.0
PRT,PRT,2010.0,1500.0,1510.6633668008421,-0.03194661989079399,51.0
PRT,PRT,2011.0,1400.0,1404.7769855388551,-0.01538236067659221,55.0
PRT,PRT,2012.0,1300.0,1297.311843648285,0.009367522268289767,59.0
PRT,PRT,2013.0,1300.0,1196.244508821803,0.3918473339799431,63.0
PRT,PRT,2014.0,1200.0,1189.150144511129,0.041218380228293695,67.0
PRT,PRT,2015.0,1100.0,1092.2579986701426,0.031996415710227925,70.0
PRY,PRY,2010.0,1200.0,1106.2652407665921,0.3825304615623556,26.0
PRY,PRY,2011.0,1200.0,1107.4959424024025,0.37709233816029564,26.0
PRY,PRY,2012.0,1200.0,1106.114269963493,0.383198384570902,27.0
PRY,PRY,2013.0,1300.0,1101.6181363532464,0.8129777044104562,30.0
PRY,PRY,2014.0,1300.0,1195.5010870106946,0.39489829301033486,33.0
PRY,PRY,2015.0,1300.0,1187.770738205409,0.42684757346375934,35.0
QAT,QAT,2010.0,100.0,96.78437292838122,0.13737768280939006,24.88888888888889
QAT,QAT,2011.0,100.0,96.32566767740872,0.15765566087782468,31.11111111111111
QAT,QAT,2012.0,100.0,101.08671986242163,-0.04461881067190688,37.333333333333336
QAT,QAT,2013.0,100.0,106.05546929562995,-0.23793034838273924,43.55555555555556
QAT,QAT,2014.0,100.0,107.555676865659,-0.2930701774659317,49.77777777777778
QAT,QAT,2015.0,100.0,105.45327764307542,-0.21539206156396568,56.0
ROU,ROU,2010.0,620.0,635.3545335186459,-0.1083677094708809,52.0
ROU,ROU,2011.0,610.0,628.922798472989,-0.134895405585593,53.0
ROU,ROU,2012.0,610.0,617.3479524575531,-0.05334765967215805,54.0
ROU,ROU,2013.0,630.0,618.7366216756051,0.08159391204396137,59.0
ROU,ROU,2014.0,650.0,631.7807296354061,0.1293019680345954,62.0
ROU,ROU,2015.0,640.0,641.182518816666,-0.008271195017233371,67.0
RWA,RWA,2010.0,11000.0,11709.710718515253,-0.2759390653609811,37.0
RWA,RWA,2011.0,9700.0,10592.163958693309,-0.3834400032850266,41.0
RWA,RWA,2012.0,9400.0,9228.863290990785,0.08440528708830478,47.0
RWA,RWA,2013.0,9100.0,8785.168217975643,0.1631092365893911,52.0
RWA,RWA,2014.0,7500.0,8438.147347262262,-0.5060028495438834,58.0
RWA,RWA,2015.0,6900.0,6825.6925785442545,0.04953231116495838,64.0
SAU,SAU,2010.0,100.0,249.45591368040326,-2.623129232794731,39.0
SAU,SAU,2011.0,200.0,261.5739690129936,-1.0324699708358291,40.0
SAU,SAU,2012.0,200.0,350.6463754793175,-1.9022137029632362,41.0
SAU,SAU,2013.0,200.0,362.65500760824324,-1.9876783341268573,43.0
SAU,SAU,2014.0,500.0,363.2666214182301,1.6681734123781975,49.0
SAU,SAU,2015.0,500.0,630.0454788814361,-0.9254327364746701,58.0
SDN,SDN,2010.0,2900.0,2626.279361232681,0.4730632538116126,8.0
SDN,SDN,2011.0,3000.0,2705.7897205434256,0.49359011251064805,9.0
SDN,SDN,2012.0,3000.0,2782.6378332399813,0.354630101600791,9.0
SDN,SDN,2013.0,3100.0,2810.65730119264,0.4673787837546835,12.0
SDN,SDN,2014.0,3300.0,2884.2677132937365,0.6544601294847502,13.0
SDN,SDN,2015.0,3500.0,3062.823708002047,0.648231476093198,14.0
SEN,SEN,2010.0,2200.0,1984.9886757045797,0.49102801066182833,28.0
SEN,SEN,2011.0,2100.0,1980.9676195282368,0.27238685518954503,31.0
SEN,SEN,2012.0,1900.0,1883.9748339528996,0.038548715152904346,29.0
SEN,SEN,2013.0,1600.0,1704.5958007545528,-0.27792417948271303,33.0
SEN,SEN,2014.0,1600.0,1441.760008896441,0.49657045054455534,40.0
SEN,SEN,2015.0,1500.0,1430.163328907122,0.2209176890458239,46.0
SGP,SGP,2010.0,500.0,468.91190865357703,0.29563542179927604,50.0
SGP,SGP,2011.0,500.0,466.6477454163319,0.31867282003021574,56.0
SGP,SGP,2012.0,500.0,466.8139075259223,0.31697471785611386,61.0
SGP,SGP,2013.0,500.0,461.39063403173327,0.3730160460489006,66.0
SGP,SGP,2014.0,500.0,457.9184951594235,0.4095772241398518,72.0
SGP,SGP,2015.0,500.0,455.4617703041375,0.43577563024035476,75.0
SLE,SLE,2010.0,5900.0,5824.106981354814,0.05927374666728765,9.0
SLE,SLE,2011.0,5700.0,5727.6940606257,-0.021992962675952972,12.0
SLE,SLE,2012.0,5600.0,5475.64153816324,0.10329543764007926,12.0
SLE,SLE,2013.0,5500.0,5448.778248558836,0.04275550634034638,13.0
SLE,SLE,2014.0,5800.0,5581.112769424016,0.1783840171546885,15.0
SLE,SLE,2015.0,5800.0,5742.430269149748,0.04560131775705444,20.0
SLV,SLV,2010.0,680.0,729.3632946487005,-0.3041075603446032,43.0
SLV,SLV,2011.0,620.0,625.7818591362582,-0.04142083389148973,45.0
SLV,SLV,2012.0,580.0,567.2150108651119,0.10088069228732566,48.0
SLV,SLV,2013.0,590.0,531.7340905886884,0.48985137326051176,53.0
SLV,SLV,2014.0,620.0,536.2468599356074,0.6983117216942805,55.0
SLV,SLV,2015.0,650.0,559.4365847469018,0.724353787804264,57.0
SOM,SOM,2010.0,710.0,707.4710360907548,0.016055174259151258,8.0
SOM,SOM,2011.0,650.0,645.3704586970465,0.032174733762831295,11.0
SOM,SOM,2012.0,570.0,598.312954749584,-0.21198793564801505,15.0
SOM,SOM,2013.0,550.0,544.3009315137366,0.046827137353646096,18.0
SOM,SOM,2014.0,510.0,528.2897068118713,-0.15474823247797945,21.0
SOM,SOM,2015.0,500.0,494.9463402039847,0.045581272857907223,25.0
SRB,SRB,2010.0,200.0,215.52434302987822,-0.31347722849696924,44.0
SRB,SRB,2011.0,200.0,213.89549569203228,-0.2826286830377793,45.0
SRB,SRB,2012.0,200.0,213.1064299572683,-0.2675226463569223,45.0
SRB,SRB,2013.0,200.0,212.43760398038964,-0.2546345519122107,46.0
SRB,SRB,2014.0,200.0,211.42921574394083,-0.23505594424537554,48.0
SRB,SRB,2015.0,200.0,209.28244444904513,-0.19277479979339393,50.0
SUR,SUR,2010.0,500.0,485.5108958782443,0.13317149199844933,20.0
SUR,SUR,2011.0,500.0,482.08696927506475,0.16578649335103834,22.0
SUR,SUR,2012.0,500.0,480.02385749665257,0.18565888455317325,28.0
SUR,SUR,2013.0,500.0,478.4947519419879,0.2004958734115884,31.0
SUR,SUR,2014.0,500.0,474.84241544262824,0.2363132870744594,34.0
SUR,SUR,2015.0,500.0,476.1815831362308,0.22311799089219578,36.0
SVK,SVK,2010.0,100.0,121.80245386174867,-0.7539288262457323,33.0
SVK,SVK,2011.0,100.0,121.20467981017013,-0.7366096661410115,34.0
SVK,SVK,2012.0,100.0,120.86976679995644,-0.7268369706869363,39.0
SVK,SVK,2013.0,100.0,120.46286867918032,-0.7148960654228148,44.0
SVK,SVK,2014.0,100.0,119.22338430133036,-0.6780571842414355,49.0
SVK,SVK,2015.0,100.0,118.144027944823,-0.6453952787074897,55.0
SVN,SVN,2010.0,100.0,99.72268517803393,0.01152837367902002,60.0
SVN,SVN,2011.0,100.0,99.4078883497404,0.024686141204764773,60.0
SVN,SVN,2012.0,100.0,98.0394768373546,0.08277865489176313,60.0
SVN,SVN,2013.0,100.0,97.79632903950325,0.09325609521294727,64.0
SVN,SVN,2014.0,100.0,97.36727762172539,0.11186070417491506,69.0
SVN,SVN,2015.0,100.0,96.57684827328492,0.14652997070529905,72.0
SWZ,SWZ,2010.0,14000.0,18282.472703497955,-1.0667825297317692,31.0
SWZ,SWZ,2011.0,14000.0,15762.85472806233,-0.5092822060279694,34.0
SWZ,SWZ,2012.0,14000.0,15533.774212707192,-0.4496318646098279,38.0
SWZ,SWZ,2013.0,13000.0,15396.107441117096,-0.7087048430519055,43.0
SWZ,SWZ,2014.0,13000.0,14120.020955506616,-0.36118892289435056,52.0
SWZ,SWZ,2015.0,11000.0,13985.596890868002,-0.9720547219366784,67.0
SYR,SYR,2010.0,100.0,238.9469221327165,-2.541647053303105,9.0
SYR,SYR,2011.0,100.0,239.39105785276064,-2.545229537851103,12.0
SYR,SYR,2012.0,100.0,235.2030695196823,-2.5109330942972017,15.0
SYR,SYR,2013.0,100.0,221.89815254795684,-2.3937641336005293,17.0
SYR,SYR,2014.0,100.0,210.85934028175888,-2.2858449915058916,20.0
SYR,SYR,2015.0,100.0,204.2950948848113,-2.216402746593415,21.0
TCD,TCD,2010.0,8500.0,8354.645574785738,0.07918153419960669,16.0
TCD,TCD,2011.0,8100.0,8012.614180917021,0.04963264674441155,19.0
TCD,TCD,2012.0,7700.0,7562.227645118258,0.08290478823059154,22.0
TCD,TCD,2013.0,7100.0,7141.4678706667655,-0.026421440834767863,25.0
